transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount
T100743,2024-09-24,INV-102800,PO-116319,V1054,Vendor_054,83391.28406007966,Services,P001,CC0167,0,103,One-off,63773.54856159368
T100744,2025-10-12,INV-464462,PO-818307,V1159,Vendor_159,50000.0,IT Services,P008,CC0165,0,42,Ad-hoc,52941.65526092105
T100745,2024-12-01,INV-715453,PO-301798,V1072,Vendor_072,50000.0,Services,P002,CC0119,1,83,One-off,49455.41707540454
T100746,2025-04-03,INV-371396,PO-740679,V1106,Vendor_106,110681.00359073948,Maintenance,P005,CC0179,0,82,Quarterly,115866.48588633479
T100747,2024-10-26,INV-300141,PO-543510,V1062,Vendor_062,73215.15365567275,Packaging,P001,CC0121,0,22,Ad-hoc,93268.47017997273
T100748,2024-10-25,INV-449835,PO-760151,V1062,Vendor_062,50000.0,IT Services,P003,CC0116,0,105,Quarterly,45238.45633449458
T100749,2024-07-04,INV-308240,PO-413834,V1031,Vendor_031,83869.02218043659,Services,P010,CC0132,0,118,Ad-hoc,96387.29766398862
T100750,2026-02-10,INV-491475,PO-577814,V1192,Vendor_192,156229.63097087067,Raw Material,P006,CC0116,0,81,One-off,151305.25524018906
T100751,2024-06-26,INV-596950,PO-916947,V1029,Vendor_029,497743.40651794954,IT Services,P008,CC0133,0,100,Monthly,54822.84844176607
T100752,2024-05-12,INV-345153,PO-822487,V1017,Vendor_017,127988.26228810029,Utilities,P003,CC0121,0,69,Ad-hoc,117671.70796810227
T100753,2026-01-23,INV-127833,PO-590575,V1187,Vendor_187,50000.0,Logistics,P001,CC0107,0,30,One-off,41813.66615756947
T100754,2025-04-20,INV-191626,PO-930366,V1111,Vendor_111,95702.47819178404,Utilities,P007,CC0196,0,19,Ad-hoc,71793.11042013078
T100755,2025-01-24,INV-474731,PO-205992,V1087,Vendor_087,59615.7861931178,IT Services,P003,CC0167,0,112,One-off,45370.63884135904
T100756,2025-08-31,INV-259640,PO-730228,V1147,Vendor_147,50000.0,Raw Material,P002,CC0135,0,77,Quarterly,63782.9095629055
T100757,2024-12-15,INV-819435,PO-662798,V1076,Vendor_076,74837.09126759988,Raw Material,P005,CC0138,0,53,Ad-hoc,87789.44389160747
T100758,2024-06-12,INV-248406,PO-330977,V1025,Vendor_025,106448.85079908455,Maintenance,P005,CC0131,0,99,One-off,90159.57395057083
T100759,2025-08-25,INV-124534,PO-450051,V1145,Vendor_145,71821.81233813411,Logistics,P002,CC0174,0,62,Ad-hoc,73077.85676272336
T100760,2024-07-17,INV-657415,PO-465186,V1035,Vendor_035,25912161.380165543,Maintenance,P006,CC0122,1,46,Quarterly,90521.1004527748
T100761,2025-04-18,INV-661546,PO-711046,V1110,Vendor_110,50000.0,Maintenance,P005,CC0109,0,-3,Quarterly,45576.137060074776
T100762,2026-02-01,INV-704694,PO-662210,V1189,Vendor_189,50000.0,IT Services,P010,CC0148,0,105,One-off,48199.64174479353
T100763,2026-01-23,INV-242541,PO-807558,V1187,Vendor_187,84620.51507457797,Maintenance,P001,CC0122,0,-1,One-off,95708.26938490845
T100764,2024-11-29,INV-712547,PO-691486,V1072,Vendor_072,143612.92804653026,IT Services,P005,CC0190,0,34,One-off,120128.27771567997
T100765,2025-10-01,INV-876554,PO-986995,V1156,Vendor_156,105323.35065148462,Utilities,P008,CC0135,0,68,Monthly,106988.15631416795
T100766,2025-06-01,INV-644300,PO-846858,V1122,Vendor_122,50000.0,Raw Material,P005,CC0167,0,72,Monthly,41302.64515058697
T100767,2025-02-23,INV-451617,PO-618980,V1095,Vendor_095,50000.0,Packaging,P003,CC0139,0,74,Quarterly,35092.32803046578
T100768,2024-06-21,INV-533362,PO-116686,V1027,Vendor_027,50000.0,IT Services,P010,CC0118,1,99,One-off,55707.91206695011
T100769,2024-12-10,INV-830909,PO-430075,V1075,Vendor_075,50000.0,Logistics,P004,CC0131,0,56,Monthly,56217.945788637284
T100770,2025-06-29,INV-228774,PO-214912,V1130,Vendor_130,498386.83834898146,IT Services,P010,CC0183,0,105,Ad-hoc,79418.22333651084
T100771,2026-03-01,INV-751437,PO-490239,V1197,Vendor_197,72890.08515116845,IT Services,P009,CC0107,0,65,Ad-hoc,58939.59829918603
T100772,2024-03-14,INV-342659,PO-993920,V1000,Vendor_000,50000.0,Utilities,P007,CC0194,0,50,Quarterly,57187.409751972205
T100773,2025-08-16,INV-890050,PO-462359,V1143,Vendor_143,88306.07905018415,Raw Material,P008,CC0102,0,40,Quarterly,112041.02712278884
T100774,2025-11-18,INV-225836,PO-835617,V1169,Vendor_169,80866.26113639379,Packaging,P006,CC0171,0,49,Quarterly,87881.26389944658
T100775,2026-02-03,INV-565173,PO-505483,V1190,Vendor_190,50000.0,Maintenance,P007,CC0169,0,51,Quarterly,63894.21681410257
T100776,2025-01-14,INV-460466,PO-619049,V1084,Vendor_084,54925.82990957405,Logistics,P003,CC0159,0,112,Ad-hoc,71220.37878418792
T100777,2024-06-05,INV-537501,PO-127052,V1023,Vendor_023,50000.0,Logistics,P001,CC0106,0,11,Monthly,59048.73205314618
T100778,2024-09-24,INV-444020,PO-718847,V1054,Vendor_054,496600.31735651364,Raw Material,P007,CC0167,0,50,Monthly,65900.64786031467
T100779,2025-11-21,INV-133687,PO-322595,V1170,Vendor_170,60095.63488769452,Services,P009,CC0106,0,6,Quarterly,64632.535347595
T100780,2025-12-11,INV-872095,PO-514001,V1175,Vendor_175,65145.19308857193,Raw Material,P009,CC0173,0,-10,Ad-hoc,65030.10860465547
T100781,2025-06-19,INV-580432,PO-988983,V1127,Vendor_127,72362.13584552312,Raw Material,P008,CC0177,0,49,Quarterly,90494.76666917506
T100782,2024-06-08,INV-640272,PO-301046,V1024,Vendor_024,67651.23381305729,IT Services,P010,CC0185,0,53,Quarterly,81084.97641944587
T100783,2024-06-08,INV-569778,PO-935212,V1024,Vendor_024,52461.148778840834,Maintenance,P006,CC0138,1,28,Ad-hoc,40188.76766240799
T100784,2025-02-23,INV-575913,PO-846030,V1095,Vendor_095,69085.3151517315,IT Services,P002,CC0165,0,68,One-off,60907.934280807436
T100785,2025-05-14,INV-645754,PO-143460,V1117,Vendor_117,98816.11687081262,IT Services,P003,CC0118,0,-8,Ad-hoc,84624.84501889873
T100786,2024-04-03,INV-477476,PO-432347,V1006,Vendor_006,57082.3912314275,IT Services,P003,CC0153,0,86,Quarterly,69249.9022495022
T100787,2025-07-24,INV-217919,PO-981621,V1137,Vendor_137,70178.51193861074,Logistics,P010,CC0172,0,44,Monthly,58946.24548613483
T100788,2025-04-12,INV-126328,PO-508603,V1108,Vendor_108,54552.262639460656,Packaging,P009,CC0118,0,0,Quarterly,48138.38201691959
T100789,2024-03-19,INV-585970,PO-812757,V1002,Vendor_002,50000.0,Utilities,P008,CC0183,0,110,Quarterly,50563.65962887215
T100790,2024-05-19,INV-267471,PO-926929,V1019,Vendor_019,77764.46311074903,Utilities,P009,CC0137,0,64,Quarterly,57986.75878746114
T100791,2025-02-05,INV-508628,PO-102472,V1090,Vendor_090,50000.0,Services,P004,CC0192,0,51,Ad-hoc,63836.88927913753
T100792,2025-08-20,INV-644679,PO-758245,V1144,Vendor_144,72625.65045724213,Services,P008,CC0108,1,69,Monthly,72236.20745682518
T100793,2025-11-03,INV-636377,PO-922116,V1165,Vendor_165,60726.02819739998,Packaging,P002,CC0122,0,61,Monthly,49446.78995526134
T100794,2025-01-19,INV-251585,PO-619849,V1086,Vendor_086,51432.86591224465,Services,P002,CC0172,0,78,Quarterly,44360.458155417444
T100795,2024-10-12,INV-694494,PO-964331,V1059,Vendor_059,50814.071026690915,IT Services,P007,CC0119,0,84,One-off,59902.18024452445
T100796,2026-02-15,INV-946746,PO-729300,V1193,Vendor_193,50000.0,Logistics,P008,CC0199,0,25,One-off,54020.194405352675
T100797,2025-02-08,INV-425280,PO-665881,V1091,Vendor_091,50000.0,Services,P006,CC0194,1,73,Monthly,48938.78072670186
T100798,2024-10-27,INV-206603,PO-211285,V1063,Vendor_063,72507.6641435795,IT Services,P005,CC0109,0,89,Ad-hoc,65181.549246178794
T100799,2025-01-27,INV-553647,PO-809495,V1088,Vendor_088,67223.18034485615,Maintenance,P007,CC0184,0,8,Monthly,83384.34666240124
T100800,2024-03-19,INV-655170,PO-869945,V1002,Vendor_002,1018201.6700701915,Maintenance,P004,CC0144,0,92,Quarterly,106542.69884665935
T100801,2024-10-17,INV-455587,PO-399278,V1060,Vendor_060,50000.0,Raw Material,P003,CC0184,0,35,Ad-hoc,56543.36112049585
T100802,2025-03-22,INV-639371,PO-242247,V1103,Vendor_103,154460.21170535026,Maintenance,P003,CC0170,0,7,Quarterly,149455.7476120677
T100803,2026-01-10,INV-788940,PO-615088,V1183,Vendor_183,390480.43517986673,Raw Material,P004,CC0131,0,82,Quarterly,64434.80452279437
T100804,2025-08-31,INV-620230,PO-944810,V1147,Vendor_147,50000.0,Raw Material,P004,CC0102,0,90,Quarterly,56302.10890358918
T100805,2025-10-02,INV-816780,PO-758394,V1156,Vendor_156,50000.0,Logistics,P002,CC0131,0,62,Quarterly,47708.74174959977
T100806,2025-04-12,INV-231459,PO-829409,V1108,Vendor_108,50000.0,Logistics,P006,CC0143,0,70,Ad-hoc,63816.56131194371
T100807,2024-05-30,INV-363646,PO-605134,V1022,Vendor_022,128838.36925041441,Raw Material,P005,CC0153,0,48,Monthly,159429.1071852237
T100808,2024-12-21,INV-599828,PO-475934,V1078,Vendor_078,118840.04347260536,Utilities,P002,CC0179,0,46,One-off,135950.52789223782
T100809,2026-03-08,INV-333591,PO-374144,V1199,Vendor_199,80851.75579300629,IT Services,P010,CC0181,0,32,Ad-hoc,93804.01892675027
T100810,2024-04-12,INV-994965,PO-826664,V1008,Vendor_008,50000.0,Utilities,P006,CC0129,0,91,Monthly,47708.82499081715
T100811,2025-12-12,INV-710490,PO-684279,V1175,Vendor_175,148098.64348776793,IT Services,P002,CC0119,0,53,Ad-hoc,148751.8032577162
T100812,2025-07-23,INV-470718,PO-773117,V1136,Vendor_136,50218.58313940321,IT Services,P001,CC0165,0,6,Quarterly,40924.54977991413
T100813,2024-10-04,INV-796613,PO-854576,V1056,Vendor_056,52338.47736270293,Maintenance,P001,CC0174,0,21,Quarterly,55334.21390511903
T100814,2025-09-29,INV-984935,PO-981443,V1155,Vendor_155,122838.96393044644,Packaging,P005,CC0160,0,36,Quarterly,113251.37407600568
T100815,2025-11-11,INV-109778,PO-852406,V1167,Vendor_167,83237.67028924612,Utilities,P003,CC0161,0,86,Monthly,75618.34327627596
T100816,2024-04-11,INV-601185,PO-501807,V1008,Vendor_008,179971.10143093724,Raw Material,P010,CC0170,0,106,Quarterly,228371.9752616725
T100817,2024-05-27,INV-484691,PO-218953,V1021,Vendor_021,67802.9599570732,Maintenance,P005,CC0140,1,11,Monthly,54165.75468300941
T100818,2025-07-09,INV-779528,PO-603342,V1133,Vendor_133,50000.0,IT Services,P008,CC0124,0,8,Ad-hoc,59899.2075228064
T100819,2026-03-10,INV-376957,PO-500878,V1199,Vendor_199,50000.0,Raw Material,P003,CC0178,0,57,Quarterly,43444.05713024282
T100820,2024-03-28,INV-392979,PO-941678,V1004,Vendor_004,50000.0,Services,P001,CC0116,0,110,Monthly,35859.66887060076
T100821,2025-07-09,INV-789867,PO-134865,V1133,Vendor_133,52088.63749227524,Raw Material,P004,CC0105,0,27,Monthly,37726.64626280754
T100822,2024-06-18,INV-901563,PO-870511,V1027,Vendor_027,106116.90783156428,Services,P007,CC0101,0,71,Ad-hoc,101607.62853656507
T100823,2025-06-28,INV-229186,PO-669489,V1130,Vendor_130,80774.53923125843,Services,P008,CC0139,0,83,Monthly,78567.49963753879
T100824,2025-06-09,INV-653296,PO-163242,V1124,Vendor_124,60485.20104559421,IT Services,P002,CC0148,0,-10,Monthly,53961.91306533685
T100825,2024-05-16,INV-800421,PO-317945,V1018,Vendor_018,50000.0,Packaging,P003,CC0154,1,37,One-off,55063.388166930985
T100826,2025-07-20,INV-248058,PO-156027,V1136,Vendor_136,67066.26966447882,Maintenance,P005,CC0118,0,10,Quarterly,66476.46656239647
T100827,2025-12-25,INV-695265,PO-937318,V1179,Vendor_179,99350.25876910787,Utilities,P004,CC0142,0,118,One-off,73963.072529279
T100828,2025-12-01,INV-981668,PO-680398,V1172,Vendor_172,74262.36896920664,Maintenance,P003,CC0165,0,-4,Monthly,67492.81318096604
T100829,2024-04-01,INV-858635,PO-656429,V1005,Vendor_005,30812365.935564406,IT Services,P010,CC0129,1,7,Ad-hoc,49537.194308102975
T100830,2024-09-06,INV-274978,PO-568021,V1049,Vendor_049,50000.0,Packaging,P010,CC0154,0,90,Monthly,36887.47081670726
T100831,2024-09-02,INV-991218,PO-460555,V1048,Vendor_048,92373.0831282971,Raw Material,P004,CC0127,0,10,One-off,76206.31330204621
T100832,2025-02-04,INV-421356,PO-254105,V1090,Vendor_090,50000.0,Utilities,P001,CC0183,0,23,Ad-hoc,56017.26383484701
T100833,2024-06-23,INV-528899,PO-758316,V1028,Vendor_028,72505.87372318341,Raw Material,P004,CC0144,0,62,One-off,81032.63606789886
T100834,2025-11-24,INV-362438,PO-218785,V1170,Vendor_170,216459.98671437,Services,P009,CC0180,0,64,Quarterly,263395.75810530275
T100835,2025-09-29,INV-729469,PO-286652,V1155,Vendor_155,50000.0,Services,P009,CC0133,0,119,One-off,57692.57877471219
T100836,2025-10-22,INV-213145,PO-979212,V1161,Vendor_161,53067.2508768361,Utilities,P008,CC0136,0,100,Quarterly,54197.44600139587
T100837,2024-08-02,INV-738964,PO-182288,V1039,Vendor_039,59637.77761996403,Raw Material,P007,CC0175,0,98,Ad-hoc,52932.53844558017
T100838,2024-03-21,INV-149746,PO-955898,V1002,Vendor_002,50000.0,Utilities,P004,CC0129,0,107,Quarterly,35174.34485503252
T100839,2026-01-04,INV-860115,PO-178643,V1182,Vendor_182,100527.55231329713,Maintenance,P005,CC0171,0,62,One-off,109402.37482174045
T100840,2024-10-07,INV-393390,PO-537923,V1057,Vendor_057,75828.1979580632,Raw Material,P009,CC0108,0,99,One-off,66260.7959355563
T100841,2025-07-03,INV-566312,PO-624524,V1131,Vendor_131,64611.66112645625,Logistics,P003,CC0184,1,81,One-off,54923.79260084126
T100842,2026-01-03,INV-305218,PO-202220,V1181,Vendor_181,89199.99661187534,Logistics,P005,CC0175,0,55,Monthly,114612.65858884998
T100843,2024-04-06,INV-196882,PO-899980,V1007,Vendor_007,4998413.23309944,Logistics,P009,CC0156,0,111,Ad-hoc,48576.535095783394
T100844,2024-03-14,INV-120943,PO-961492,V1001,Vendor_001,293587.8653779384,Services,P007,CC0149,0,8,One-off,211224.97338644078
T100845,2024-03-14,INV-981425,PO-300482,V1001,Vendor_001,64580.86683190749,Raw Material,P002,CC0137,0,39,Quarterly,81994.07959237171
T100846,2024-07-03,INV-222636,PO-299510,V1031,Vendor_031,66015.24962507433,Services,P008,CC0133,0,35,Quarterly,58331.34082365578
T100847,2024-04-17,INV-151153,PO-784042,V1010,Vendor_010,50000.0,Raw Material,P001,CC0131,0,60,Quarterly,46802.601518619515
T100848,2025-10-30,INV-562420,PO-434461,V1163,Vendor_163,50000.0,Raw Material,P003,CC0170,0,33,Ad-hoc,37428.047118302646
T100849,2025-05-27,INV-966136,PO-133861,V1121,Vendor_121,106264.74364737915,Services,P010,CC0120,0,45,Quarterly,100148.05241158867
T100850,2026-02-24,INV-174632,PO-775164,V1196,Vendor_196,50000.0,IT Services,P001,CC0127,0,118,One-off,64166.6387230565
T100851,2025-10-17,INV-329822,PO-418005,V1160,Vendor_160,50000.0,Utilities,P002,CC0139,0,87,Ad-hoc,55820.591535142295
T100852,2026-02-12,INV-600276,PO-466461,V1192,Vendor_192,60849.43027495532,Logistics,P009,CC0147,0,94,Monthly,59893.78430740031
T100853,2024-09-01,INV-543235,PO-688344,V1047,Vendor_047,118820.85928888114,Logistics,P007,CC0126,0,35,Monthly,105095.02861390948
T100854,2024-10-07,INV-231169,PO-619377,V1057,Vendor_057,61156.45002832902,Services,P003,CC0143,0,31,Ad-hoc,56241.084482195954
T100855,2025-11-21,INV-955594,PO-843624,V1169,Vendor_169,50611.68202491765,Raw Material,P004,CC0180,0,56,Ad-hoc,53989.34827972091
T100856,2024-09-05,INV-422483,PO-818154,V1048,Vendor_048,50000.0,Utilities,P010,CC0127,0,43,One-off,42633.50187815929
T100857,2024-04-21,INV-708993,PO-948871,V1011,Vendor_011,75066.3044537237,Raw Material,P007,CC0117,0,74,Monthly,59390.096643494166
T100858,2025-07-12,INV-512173,PO-926306,V1133,Vendor_133,83336.13723594094,Maintenance,P004,CC0179,0,25,Monthly,93147.90105677769
T100859,2025-10-16,INV-627004,PO-669312,V1160,Vendor_160,50000.0,Logistics,P002,CC0127,0,8,Ad-hoc,61084.09331356548
T100860,2026-02-15,INV-914008,PO-600887,V1193,Vendor_193,105584.43297187904,Logistics,P005,CC0170,0,42,One-off,131022.18774893436
T100861,2026-01-17,INV-393303,PO-516406,V1185,Vendor_185,87802.7203778889,Services,P004,CC0195,0,96,Monthly,105789.20590967746
T100862,2024-06-06,INV-832994,PO-698026,V1024,Vendor_024,105467.48351613962,Raw Material,P005,CC0151,0,0,Monthly,107403.84637131082
T100863,2025-09-25,INV-363165,PO-154572,V1154,Vendor_154,80158.60760066727,Packaging,P001,CC0154,0,0,One-off,94049.98058505858
T100864,2025-11-18,INV-385239,PO-462147,V1169,Vendor_169,83020.37631379504,Packaging,P005,CC0169,0,98,Quarterly,104258.10429071817
T100865,2025-08-02,INV-129499,PO-348082,V1139,Vendor_139,77680.5706693345,Maintenance,P003,CC0112,0,39,One-off,55465.291044331534
T100866,2025-10-30,INV-412093,PO-600845,V1163,Vendor_163,92432.70643547735,Packaging,P010,CC0108,0,59,Monthly,87557.70665283699
T100867,2025-11-12,INV-627698,PO-930799,V1167,Vendor_167,50000.0,Raw Material,P003,CC0118,0,89,Ad-hoc,41123.764387105846
T100868,2025-01-30,INV-675885,PO-532867,V1089,Vendor_089,50000.0,Packaging,P003,CC0142,0,68,Ad-hoc,64903.0635627357
T100869,2024-04-09,INV-487090,PO-624606,V1008,Vendor_008,50000.0,Logistics,P004,CC0183,0,116,One-off,62886.98028899523
T100870,2025-02-07,INV-420859,PO-462478,V1091,Vendor_091,56111.15505973226,Utilities,P007,CC0160,1,15,Monthly,66284.75671435067
T100871,2024-08-05,INV-301870,PO-408409,V1040,Vendor_040,72697.94975314169,Logistics,P008,CC0185,0,97,One-off,63794.477950817985
T100872,2024-06-02,INV-913774,PO-712919,V1022,Vendor_022,70427.62224410217,Services,P003,CC0139,0,48,One-off,89531.91474595472
T100873,2024-06-10,INV-445792,PO-323934,V1024,Vendor_024,104668.43863659952,Services,P007,CC0180,1,6,One-off,75104.86578006251
T100874,2025-08-02,INV-375363,PO-891143,V1139,Vendor_139,106324.14187228675,Packaging,P002,CC0171,0,50,Ad-hoc,86422.79557063944
T100875,2025-03-14,INV-946847,PO-202291,V1100,Vendor_100,50000.0,Raw Material,P002,CC0110,0,55,Quarterly,53506.212626927794
T100876,2025-04-09,INV-673113,PO-300002,V1107,Vendor_107,67459.86146493345,Utilities,P003,CC0152,0,2,One-off,79319.57678718293
T100877,2025-09-05,INV-863559,PO-776443,V1149,Vendor_149,50000.0,IT Services,P007,CC0163,0,52,Monthly,61508.92559346711
T100878,2025-04-15,INV-449846,PO-174580,V1109,Vendor_109,54495.66743158904,Raw Material,P006,CC0138,0,-7,Quarterly,47972.817587575126
T100879,2025-06-13,INV-487366,PO-471138,V1126,Vendor_126,998727.1246678444,IT Services,P005,CC0177,0,76,Monthly,65718.35783774333
T100880,2024-05-12,INV-756575,PO-440016,V1017,Vendor_017,50000.0,IT Services,P007,CC0141,0,70,Monthly,48644.82205861239
T100881,2025-11-22,INV-981956,PO-942893,V1170,Vendor_170,199909.89516123684,Maintenance,P002,CC0170,0,5,One-off,143172.32655399365
T100882,2025-02-01,INV-809831,PO-242934,V1089,Vendor_089,79475.52079500226,Services,P003,CC0171,1,64,One-off,96831.50835881253
T100883,2024-07-02,INV-515905,PO-508952,V1031,Vendor_031,996860.1226176842,Logistics,P008,CC0122,0,24,One-off,45138.452461585446
T100884,2025-10-25,INV-638075,PO-513675,V1162,Vendor_162,156950.36339382065,Utilities,P010,CC0106,0,73,One-off,128631.3498157524
T100885,2025-08-29,INV-414227,PO-836538,V1146,Vendor_146,50326.367059393866,Raw Material,P001,CC0187,1,20,Ad-hoc,47584.497899892216
T100886,2024-04-18,INV-510630,PO-586842,V1010,Vendor_010,63975.7697445401,Logistics,P004,CC0183,0,106,Ad-hoc,72058.34213804407
T100887,2024-07-29,INV-449128,PO-217213,V1038,Vendor_038,50000.0,Logistics,P009,CC0195,0,56,Quarterly,61127.46738181433
T100888,2024-03-22,INV-189478,PO-883400,V1003,Vendor_003,136761.78814437278,Services,P009,CC0105,0,119,One-off,113406.41408737972
T100889,2024-09-24,INV-887154,PO-235816,V1054,Vendor_054,56812.27251907088,Packaging,P003,CC0169,0,0,One-off,45652.5117174738
T100890,2024-05-22,INV-223211,PO-725482,V1019,Vendor_019,64520.74315406682,Logistics,P001,CC0113,0,99,Ad-hoc,81700.66728379834
T100891,2025-08-11,INV-340979,PO-345890,V1141,Vendor_141,109304.30676149433,Maintenance,P006,CC0148,1,-3,Monthly,112642.00246869827
T100892,2025-03-27,INV-327856,PO-209692,V1104,Vendor_104,80223.3363715673,IT Services,P007,CC0181,0,-7,Quarterly,73762.40648903494
T100893,2026-02-24,INV-299892,PO-272111,V1196,Vendor_196,58269.02732424717,Maintenance,P003,CC0125,0,11,Quarterly,47756.809591004276
T100894,2025-09-09,INV-547836,PO-949722,V1149,Vendor_149,104317.61204011556,Raw Material,P004,CC0137,0,29,Quarterly,135315.4541480009
T100895,2025-05-31,INV-964491,PO-979065,V1122,Vendor_122,213041.36223029692,Utilities,P007,CC0149,0,106,Monthly,241058.55369117332
T100896,2025-03-17,INV-395614,PO-640223,V1101,Vendor_101,70172.04030334436,Services,P006,CC0145,0,91,Quarterly,58294.10218848983
T100897,2024-04-19,INV-760841,PO-827326,V1010,Vendor_010,63473.64402112579,Services,P003,CC0102,1,-1,Ad-hoc,47907.09252350261
T100898,2024-05-01,INV-759503,PO-912571,V1014,Vendor_014,65206.441680134805,Maintenance,P009,CC0137,1,107,Ad-hoc,53441.20470000195
T100899,2025-06-03,INV-787401,PO-413570,V1123,Vendor_123,115291.01204182403,Logistics,P010,CC0184,0,20,Quarterly,97841.20574750566
T100900,2024-03-14,INV-660237,PO-781825,V1000,Vendor_000,50000.0,Services,P008,CC0109,0,108,One-off,38332.56947784809
T100901,2024-04-10,INV-766260,PO-567840,V1008,Vendor_008,52095.88386678633,IT Services,P010,CC0134,0,16,One-off,43645.453389881106
T100902,2024-08-17,INV-785307,PO-255815,V1043,Vendor_043,50000.0,Services,P004,CC0160,0,77,Monthly,38503.391147987924
T100903,2025-12-16,INV-714615,PO-579922,V1176,Vendor_176,50000.0,Services,P002,CC0138,0,71,Ad-hoc,46331.95102659688
T100904,2025-02-09,INV-602636,PO-141294,V1091,Vendor_091,50000.0,IT Services,P008,CC0168,0,100,Ad-hoc,49585.85777509526
T100905,2025-08-10,INV-182123,PO-646487,V1141,Vendor_141,58222.75303680659,Raw Material,P006,CC0126,0,70,Monthly,56660.693837733445
T100906,2025-01-05,INV-557320,PO-334097,V1082,Vendor_082,145007.63321585057,Logistics,P005,CC0118,0,10,One-off,173650.41692112634
T100907,2024-07-15,INV-778310,PO-193254,V1034,Vendor_034,78276.006330847,Services,P003,CC0192,0,119,Quarterly,66722.25111283797
T100908,2024-12-06,INV-407759,PO-734769,V1074,Vendor_074,50000.0,Raw Material,P001,CC0175,0,41,Quarterly,61612.81471665039
T100909,2024-05-16,INV-324029,PO-414081,V1018,Vendor_018,50000.0,Services,P002,CC0129,0,112,One-off,62243.68455586406
T100910,2025-09-24,INV-634790,PO-502314,V1154,Vendor_154,119058.98738804615,IT Services,P007,CC0109,0,0,Ad-hoc,151904.96025552764
T100911,2024-07-22,INV-219164,PO-177336,V1036,Vendor_036,105167.03496300805,Maintenance,P003,CC0143,0,107,Ad-hoc,85037.0065255196
T100912,2024-12-10,INV-747150,PO-171929,V1075,Vendor_075,60722.82615931462,Raw Material,P010,CC0177,1,27,Ad-hoc,51459.60079030189
T100913,2026-02-24,INV-984701,PO-927157,V1196,Vendor_196,50000.0,IT Services,P005,CC0161,0,115,Quarterly,53714.96832072221
T100914,2025-05-17,INV-535783,PO-639880,V1118,Vendor_118,105078.86241563079,Maintenance,P001,CC0170,0,90,Ad-hoc,82438.04321558418
T100915,2025-02-08,INV-125077,PO-463108,V1091,Vendor_091,50000.0,IT Services,P007,CC0152,0,116,One-off,37568.63991009273
T100916,2025-04-11,INV-344312,PO-699288,V1108,Vendor_108,997356.1408637939,Raw Material,P007,CC0191,0,14,One-off,54208.57376125871
T100917,2025-10-04,INV-128472,PO-754314,V1156,Vendor_156,186526.66718784955,IT Services,P002,CC0111,0,85,One-off,198406.5097343515
T100918,2024-09-12,INV-513358,PO-202391,V1050,Vendor_050,66348.59348550081,Raw Material,P009,CC0181,0,86,Quarterly,78477.57319838378
T100919,2025-06-18,INV-378920,PO-928742,V1127,Vendor_127,50000.0,Raw Material,P008,CC0196,1,107,Monthly,42766.56987977566
T100920,2025-12-08,INV-795994,PO-690027,V1174,Vendor_174,73510.56021946557,Logistics,P006,CC0184,0,89,Quarterly,92632.15156950912
T100921,2025-05-02,INV-859781,PO-378493,V1114,Vendor_114,50000.0,Maintenance,P002,CC0128,0,1,One-off,58758.065236971524
T100922,2025-01-30,INV-491496,PO-341898,V1089,Vendor_089,50000.0,IT Services,P005,CC0195,0,104,Monthly,37323.81216095213
T100923,2024-06-24,INV-980148,PO-179064,V1029,Vendor_029,85009.4761550874,Utilities,P010,CC0196,0,25,Monthly,80281.40866389482
T100924,2024-09-08,INV-504598,PO-330867,V1049,Vendor_049,104706.57572416637,Raw Material,P003,CC0184,0,115,Quarterly,77567.56523938754
T100925,2026-01-30,INV-206674,PO-402594,V1189,Vendor_189,51253.8832039642,IT Services,P010,CC0131,0,90,Monthly,64022.07092627384
T100926,2025-04-10,INV-917487,PO-291737,V1108,Vendor_108,50000.0,Packaging,P002,CC0179,0,87,Ad-hoc,57284.06433417936
T100927,2024-10-16,INV-455895,PO-703888,V1060,Vendor_060,50000.0,Maintenance,P007,CC0185,0,73,One-off,55596.35391064152
T100928,2025-01-10,INV-896869,PO-327255,V1083,Vendor_083,55549.63363220649,Packaging,P004,CC0119,1,77,Quarterly,61639.04601821427
T100929,2025-05-06,INV-760870,PO-549817,V1115,Vendor_115,50000.0,Services,P001,CC0125,0,63,One-off,43555.4750568723
T100930,2025-04-07,INV-945716,PO-602861,V1107,Vendor_107,50000.0,Raw Material,P007,CC0175,0,91,Monthly,63006.17465602126
T100931,2025-08-03,INV-680974,PO-167458,V1139,Vendor_139,154212.13217588063,IT Services,P005,CC0180,0,109,Quarterly,193330.506114897
T100932,2024-09-14,INV-633458,PO-251844,V1051,Vendor_051,75602.63441915848,Raw Material,P004,CC0163,0,14,Ad-hoc,86466.22536071819
T100933,2025-06-27,INV-310038,PO-163176,V1129,Vendor_129,79713.76452059668,IT Services,P003,CC0154,1,98,Ad-hoc,78227.750426287
T100934,2025-01-28,INV-351361,PO-721781,V1088,Vendor_088,93125.17030569851,IT Services,P005,CC0196,0,86,Monthly,67820.21548636664
T100935,2026-01-26,INV-396285,PO-729604,V1188,Vendor_188,88037.4972995587,Packaging,P002,CC0134,0,65,Ad-hoc,63121.724356432765
